20.0,19.804409,19.608757,19.412973,19.21698,19.020678,18.823948,18.626635,18.428549,18.22946,18.029093,17.827143,17.62328,17.417183,17.208584,16.997293,16.783257,16.566551,16.347387,16.12607,15.902956,15.678425,15.45285,15.226593,15.0
20.0,19.804472,19.608887,19.413183,19.217287,19.021109,18.82453,18.627407,18.429552,18.230736,18.030678,17.829054,17.625511,17.41969,17.211273,17.000042,16.785923,16.56901,16.349543,16.127867,15.904374,15.679467,15.453532,15.22693,15.0
20.0,19.80459,19.609137,19.413586,19.217878,19.021936,18.825659,18.62891,18.431519,18.233253,18.033827,17.832888,17.63002,17.42479,17.216776,17.005678,16.791384,16.57402,16.353907,16.13148,15.907207,15.681539,15.454881,15.227593,15.0
20.0,19.804754,19.609482,19.414145,19.218702,19.0231,18.827255,18.63106,18.434357,18.236933,18.038492,17.838646,17.636896,17.432669,17.225365,17.014511,16.799917,16.58178,16.360584,16.136936,15.911435,15.684601,15.45686,15.228562,15.0
20.0,19.804949,19.609888,19.414808,19.21969,19.024504,18.829205,18.633715,18.437918,18.241629,18.044563,17.846304,17.646254,17.443623,17.237505,17.027082,16.811993,16.592598,16.369713,16.144249,15.916998,15.688567,15.459396,15.229795,15.0
20.0,19.805151,19.610317,19.41551,19.220745,19.026024,18.831343,18.636679,18.44197,18.247097,18.05183,17.855755,17.658188,17.458067,17.25395,17.044323,16.828377,16.606905,16.38142,16.153347,15.923739,15.693275,15.462361,15.231225,15.0
20.0,19.805338,19.610716,19.416174,19.221754,19.027502,18.833466,18.639685,18.446188,18.252964,18.0599,17.8667,17.672678,17.476501,17.27591,17.067879,16.850283,16.625227,16.395714,16.16398,15.931337,15.698436,15.465547,15.232743,15.0
20.0,19.805487,19.611034,19.416714,19.222595,19.028767,18.835331,18.642406,18.450136,18.258665,18.068113,17.878464,17.689322,17.499355,17.305307,17.101,16.87965,16.648008,16.412226,16.175524,15.939194,15.703583,15.468648,15.2342,15.0
20.0,19.80557,19.611225,19.41705,19.223146,19.02964,18.836683,18.644478,18.453283,18.263449,18.07542,17.88972,17.706787,17.526289,17.344969,17.151161,16.919308,16.67493,16.429657,16.186697,15.946329,15.708054,15.471264,15.235408,15.0
20.0,19.805574,19.611242,19.417112,19.223303,19.029963,18.837286,18.645535,18.455072,18.266428,18.080397,17.898214,17.721819,17.554043,17.397114,17.239368,16.971489,16.702751,16.444775,16.195278,15.951372,15.711039,15.472945,15.236168,15.0
20.0,19.805481,19.611061,19.416855,19.222988,19.029621,18.836964,18.645302,18.45504,18.266792,18.081528,17.900919,17.728233,17.57095,17.450079,17.437712,17.02453,16.71981,16.45141,16.19827,15.952843,15.711783,15.473311,15.236318,15.0
20.0,19.805285,19.610668,19.416258,19.222174,19.028572,18.835648,18.643667,18.452997,18.264175,18.077997,17.895706,17.719242,17.551443,17.394539,17.236868,16.969112,16.700546,16.442787,16.193554,15.9499445,15.70994,15.472199,15.23579,15.0
20.0,19.804993,19.610071,19.41533,19.220879,19.026844,18.83339,18.64072,18.449108,18.258911,18.070585,17.884663,17.701588,17.52104,17.339766,17.146107,16.914503,16.670473,16.425642,16.183208,15.943442,15.705832,15.469755,15.234645,15.0
20.0,19.804611,19.609293,19.414118,19.219168,19.024538,18.830343,18.636715,18.443806,18.251778,18.060766,17.870771,17.681408,17.49136,17.29738,17.093292,16.872318,16.641207,16.406096,16.170197,15.934786,15.70019,15.466345,15.233035,15.0
20.0,19.804161,19.60837,19.412678,19.217134,19.0218,18.82673,18.631989,18.43762,18.24363,18.049932,17.856247,17.661913,17.465614,17.265102,17.057364,16.840275,16.615936,16.387337,16.1567,15.925312,15.693798,15.462398,15.231151,15.0
20.0,19.803663,19.607351,19.411087,19.214893,19.018791,18.822792,18.626892,18.431055,18.235188,18.039087,17.842371,17.64438,17.44408,17.240051,17.030785,16.81548,16.594925,16.370615,16.143955,15.915966,15.687292,15.458298,15.229171,15.0
20.0,19.80314,19.606283,19.409426,19.212563,19.01568,18.818754,18.62173,18.424522,18.22698,18.028856,17.82977,17.62916,17.426277,17.220238,17.010242,16.795935,16.57767,16.356243,16.132538,15.907305,15.681107,15.4543295,15.227235,15.0
20.0,19.802618,19.605217,19.40777,19.210249,19.012615,18.81481,18.616755,18.418325,18.219353,18.019587,17.81869,17.616215,17.41163,17.204382,16.994013,16.780348,16.563574,16.34415,16.122646,15.899609,15.675498,15.450681,15.225439,15.0
20.0,19.802116,19.604193,19.406189,19.208052,19.00972,18.811121,18.612148,18.412674,18.212517,18.01145,17.809185,17.60538,17.39965,17.191643,16.981081,16.767872,16.552128,16.334139,16.11429,15.892985,15.670597,15.447455,15.223842,15.0
20.0,19.801655,19.603252,19.40474,19.206045,19.007095,18.8078,18.60805,18.407701,18.20659,18.00451,17.801224,17.596462,17.389954,17.181456,16.970798,16.757929,16.542925,16.325989,16.107391,15.887444,15.6664505,15.444703,15.22247,15.0
20.0,19.801247,19.602427,19.403467,19.204294,19.004816,18.80494,18.604544,18.403494,18.201633,17.998781,17.794737,17.589293,17.382246,17.173428,16.962729,16.750116,16.535658,16.319498,16.101847,15.882946,15.663057,15.442437,15.221337,15.0
20.0,19.800907,19.601738,19.402412,19.202845,19.00294,18.802595,18.601692,18.400099,18.19767,17.994242,17.78965,17.583723,17.376308,17.167282,16.956568,16.744154,16.530092,16.314499,16.097548,15.879437,15.660395,15.440651,15.220442,15.0
20.0,19.800646,19.601208,19.4016,19.20173,19.001503,18.800808,18.59953,18.39754,18.194702,17.99087,17.785896,17.579643,17.371984,17.162825,16.95211,16.739838,16.526054,16.310862,16.094406,15.876862,15.658432,15.43933,15.219778,15.0
20.0,19.800468,19.600847,19.401049,19.200977,19.000532,18.799604,18.598078,18.39583,18.192728,17.988636,17.783424,17.576967,17.36916,17.159922,16.949211,16.73703,16.523426,16.308489,16.092352,15.875173,15.657142,15.43846,15.21934,15.0
20.0,19.800377,19.600664,19.40077,19.200596,19.000042,18.799,18.597351,18.394974,18.191742,17.987526,17.782198,17.575644,17.367764,17.15849,16.947783,16.73565,16.522131,16.30732,16.091335,15.874337,15.656503,15.438028,15.219123,15.0
